HandRight.X;HandRight.Y;HandRight.Z;ElbowRight.X;ElbowRight.Y;ElbowRight.Z;Head.X;Head.Y;Head.Z;
0.2639461;0.2108615;3.585679;0.1314112;-0.0377832;3.59925;-0.1525724;0.1978948;3.769801;
0.2966661;0.1879797;3.617173;0.129679;-0.03707899;3.602653;-0.1535198;0.1970619;3.768642;
0.247869;0.1552175;3.648603;0.1534789;-0.02113911;3.58556;-0.1555724;0.1968251;3.766513;
0.2439969;0.1598626;3.649582;0.1526445;-0.02046713;3.587247;-0.1552739;0.1989901;3.770712;
0.3011568;0.2717248;3.661461;0.1553351;0.03886887;3.61266;-0.1516808;0.1964677;3.772232;
0.2357362;0.2995624;3.604169;0.1500489;0.03109141;3.613093;-0.1474994;0.1986095;3.770251;
0.1841111;0.3366404;3.622601;0.1486474;0.05878599;3.604483;-0.1422426;0.2037238;3.76834;
0.1591975;0.3361225;3.648442;0.1317756;0.06274936;3.598808;-0.1458751;0.1900322;3.757477;
0.07344477;0.3435453;3.530336;0.1149752;0.06728856;3.58322;-0.1455356;0.1910628;3.757956;
0.07661979;0.3467999;3.574232;0.09918238;0.06565996;3.584322;-0.1438244;0.1895177;3.760469;
0.06835628;0.3381268;3.579763;0.09322069;0.0574124;3.5838;-0.1389498;0.1876992;3.768668;
