0.4412107; 1.100842; 3.211606
0.5810853; 1.008914; 3.251406
0.5876155; 0.9643595; 3.300249
0.6660594; 0.9340886; 3.331765
0.7170372; 0.8925768; 3.339469
0.7258367; 0.8582659; 3.382036
0.7079849; 0.7916019; 3.385206
0.6919339; 0.7147802; 3.413169
0.6670831; 0.6221292; 3.427083
0.6434591; 0.5378204; 3.43463
0.6358151; 0.3979762; 3.450683
0.6430454; 0.2368304; 3.432005
0.5594647; 0.1571124; 3.485349
0.485836; 0.08537969; 3.492722
0.4170169; 0.03738534; 3.502372
0.3518457; 0.02779378; 3.483627
0.3520862; 0.03071903; 3.479456
0.3551313; 0.03055107; 3.443586
0.3492536; 0.03813846; 3.38307
0.3968801; 0.06344856; 3.34537
0.4364196; 0.09587688; 3.317545
0.4600642; 0.1244507; 3.292935
0.477828; 0.160219; 3.253846
0.485402; 0.181097; 3.242473
0.4924256; 0.2148983; 3.229701
0.4966709; 0.2406469; 3.220984
0.5032952; 0.2639833; 3.20573
0.4981957; 0.277543; 3.198669
0.4985337; 0.2928342; 3.17027
0.484205; 0.3222359; 3.18104
0.4846258; 0.3238398; 3.179982
0.4798872; 0.3340845; 3.163988
0.477234; 0.3354957; 3.163696
0.4740795; 0.3376195; 3.162943
0.4694257; 0.3401906; 3.161681
0.4658397; 0.3405184; 3.158808
0.4564671; 0.3376969; 3.163024
0.4498081; 0.3296311; 3.165431
0.4312617; 0.2828341; 3.179166
0.4220961; 0.2642912; 3.178928
0.4149673; 0.2125754; 3.196835
0.4066791; 0.1688497; 3.240676
0.4093936; 0.1404873; 3.264797
0.4168191; 0.1192599; 3.314812
0.4302254; 0.09408134; 3.357056
0.4471214; 0.06489518; 3.407667
0.440036; 0.04937944; 3.497931
0.4356144; 0.05058393; 3.556005
0.4416838; 0.06940325; 3.620422
0.4152007; 0.09963676; 3.655707
0.4328634; 0.1112129; 3.653296
0.4439903; 0.1290967; 3.679317
0.4145856; 0.1613324; 3.697612
0.4356019; 0.1517345; 3.722378
0.4013156; 0.1970111; 3.769156
0.4002756; 0.1993819; 3.769935
0.4000178; 0.2043498; 3.767576
0.4202568; 0.2048453; 3.760935
0.4686558; 0.207693; 3.745235
0.4598383; 0.2068433; 3.758157
0.4645331; 0.2074785; 3.755996
0.4729826; 0.2181042; 3.754644
0.4882573; 0.2085333; 3.76263
0.4939649; 0.2123753; 3.754943
0.5000613; 0.2273676; 3.737879
0.501608; 0.2279477; 3.740607
0.507252; 0.2285974; 3.744339
0.5114442; 0.2270354; 3.749519
0.5138416; 0.2249881; 3.748856
0.5147041; 0.228491; 3.761658
0.5210619; 0.2349973; 3.778119
0.5276955; 0.2346598; 3.796983
0.5290562; 0.2416478; 3.815526
0.5478819; 0.2607985; 3.862618
0.5416391; 0.2654691; 3.880893
0.5478179; 0.2693925; 3.895893
0.5357937; 0.2654042; 3.954675
0.5409005; 0.2649499; 3.960497
0.5414163; 0.2744895; 3.981298
0.5347871; 0.2949556; 3.9899
0.4961542; 0.3591638; 3.990437
0.5376834; 0.365142; 3.969136
0.5180787; 0.3392625; 3.986407
0.4746351; 0.320979; 4.05408
0.4845799; 0.3192486; 4.075675
0.4591224; 0.3061652; 4.074357
0.4503263; 0.328788; 4.090839
