HandRight.X;HandRight.Y;HandRight.Z;HipCenter.X;HipCenter.Y;HipCenter.Z;ElbowRight.X;ElbowRight.Y;ElbowRight.Z;
0.1342822;-0.1026498;2.672315;0.01663474;-0.3700624;3.225664;0.1446045;-0.06489635;2.977862;
0.1322067;-0.1189832;2.653197;0.01630959;-0.3705828;3.225232;0.1445103;-0.06616289;2.978233;
0.137174;-0.1075107;2.681857;0.01630974;-0.3705366;3.225224;0.145783;-0.0684583;2.978173;
0.1379176;-0.1110107;2.692423;0.01544937;-0.3706627;3.22548;0.1459447;-0.07113241;2.97797;
0.1372667;-0.1105916;2.688091;0.01541235;-0.3706753;3.225398;0.146171;-0.07073854;2.977995;
0.1309699;-0.116573;2.653082;0.01584456;-0.3703453;3.225108;0.1449842;-0.065675;2.979069;
0.1373664;-0.1049502;2.675846;0.01567832;-0.3706454;3.225209;0.1457828;-0.0667921;2.979012;
0.1358347;-0.1017806;2.668332;0.0144903;-0.3707283;3.225504;0.1586006;-0.2134628;3.076145;
0.134186;-0.09984006;2.665115;0.01449202;-0.3706786;3.225464;0.1457235;-0.06390519;2.977485;
0.1341964;-0.09962818;2.665279;0.01451023;-0.370564;3.225388;0.1455365;-0.06370943;2.97739;
0.1338101;-0.09888665;2.663873;0.01460462;-0.3705829;3.225233;0.1452979;-0.06323946;2.97759;
0.1333566;-0.09833958;2.663526;0.01455579;-0.3707117;3.225;0.1538996;-0.2110788;3.075814;
0.1355665;-0.102365;2.669931;0.01452548;-0.37067;3.225001;0.1460194;-0.06513287;2.978045;
0.1384471;-0.1063832;2.679909;0.01421557;-0.3706712;3.224977;0.1544501;-0.2104972;3.074959;
0.1370565;-0.1030331;2.675032;0.01419546;-0.3707698;3.22488;0.1466981;-0.06587602;2.978404;
0.1368487;-0.1026374;2.675104;0.01374243;-0.3708628;3.2249;0.1533661;-0.2088867;3.074485;
0.1366968;-0.1035531;2.673837;0.01472139;-0.370621;3.224342;0.1529848;-0.2079055;3.07562;
0.1350295;-0.101281;2.672118;0.01475982;-0.3705504;3.224203;0.1524295;-0.2072873;3.075664;
0.1344954;-0.1023726;2.671715;0.01450855;-0.3707852;3.224223;0.1459671;-0.06559616;2.978345;
0.1337218;-0.1007371;2.668813;0.01522889;-0.3709655;3.223999;0.144217;-0.06384611;2.979795;
0.1334876;-0.1007279;2.670773;0.01474675;-0.3705789;3.224076;0.1441042;-0.06391571;2.980029;
0.1326373;-0.1001243;2.668806;0.01456752;-0.3704059;3.223916;0.1489977;-0.2065281;3.075727;
0.1312871;-0.1035038;2.671329;0.01398307;-0.3703372;3.224007;0.1489044;-0.2066275;3.076738;
0.1315264;-0.1036469;2.669705;0.01398926;-0.3702981;3.22413;0.1484521;-0.2029256;3.080444;
0.1312393;-0.1041141;2.669507;0.01327281;-0.3701079;3.224258;0.1487327;-0.2037503;3.079417;
0.1305958;-0.1025578;2.667146;0.01339421;-0.3701304;3.224192;0.1428161;-0.06496173;2.978953;
0.1307697;-0.1025009;2.667016;0.01369136;-0.3700306;3.224018;0.1435083;-0.06511222;2.978171;
0.1305801;-0.1030647;2.66699;0.01343286;-0.3701054;3.224115;0.1435089;-0.06535761;2.978552;
0.1304892;-0.1039436;2.667339;0.01340553;-0.3702838;3.224056;0.1434107;-0.06569336;2.978997;
0.1307244;-0.1037771;2.667159;0.01287716;-0.3705346;3.224017;0.143388;-0.0657653;2.979059;
0.1305395;-0.1045779;2.668172;0.01305778;-0.370587;3.22418;0.1431729;-0.06617078;2.979329;
0.1307632;-0.1039501;2.668747;0.01301397;-0.3707721;3.224259;0.1431408;-0.06588049;2.980373;
0.1356823;-0.1118357;2.686458;0.01318713;-0.3705878;3.224488;0.1561258;-0.2139972;3.077221;
0.1360295;-0.1113751;2.685482;0.01356186;-0.3704039;3.224539;0.1457723;-0.07045314;2.981117;
0.1366069;-0.111015;2.685491;0.01392805;-0.3701962;3.22455;0.1545688;-0.1934959;3.086079;
0.1394259;-0.1320419;2.66972;0.01664539;-0.3683238;3.224802;0.1474676;-0.0689681;2.983816;
0.1359476;-0.1094647;2.67972;0.01687806;-0.3683779;3.224773;0.1483045;-0.06852152;2.98263;
0.1365682;-0.1096981;2.681092;0.0160122;-0.3694284;3.225033;0.1484019;-0.068755;2.982473;
0.1376045;-0.1093653;2.682139;0.01597075;-0.3692423;3.225208;0.1497518;-0.0687252;2.983053;
0.1369056;-0.1084399;2.672043;0.01603546;-0.36914;3.225366;0.1493694;-0.06732856;2.983489;
0.1357772;-0.1054565;2.667891;0.01849486;-0.3683973;3.224771;0.1493305;-0.06525867;2.984538;
0.1352048;-0.1063526;2.66938;0.01847437;-0.3687201;3.2249;0.1489189;-0.06598677;2.983666;
0.1355139;-0.1024398;2.665855;0.01915598;-0.3683859;3.224917;0.1492392;-0.06381305;2.983822;
0.1356506;-0.1026309;2.665309;0.0210557;-0.3679409;3.224855;0.1490824;-0.06298694;2.986618;
0.1414222;-0.1108452;2.684705;0.02103849;-0.3679408;3.224844;0.1515827;-0.06799378;2.987346;
0.1407808;-0.1096664;2.68203;0.02093876;-0.3679917;3.224864;0.151443;-0.06730762;2.987036;
0.1418931;-0.1096688;2.687724;0.02100784;-0.3682418;3.224921;0.1517938;-0.06770672;2.987173;
0.1393026;-0.1092182;2.681237;0.02041501;-0.3683056;3.225069;0.1506724;-0.06711552;2.987008;
0.1397619;-0.1091002;2.682612;0.02044465;-0.3682323;3.224902;0.1603319;-0.206727;3.084675;
0.1414349;-0.1099316;2.6878;0.02050937;-0.3682394;3.224956;0.1525262;-0.06844461;2.985497;
0.1400104;-0.1081979;2.682436;0.02050736;-0.3682325;3.224967;0.1519792;-0.06723411;2.986057;
0.1395417;-0.1077169;2.680879;0.02048521;-0.3681928;3.224988;0.1602161;-0.2051661;3.086293;
0.1386917;-0.1076346;2.67953;0.02043348;-0.3684823;3.224907;0.1511254;-0.06681861;2.986772;
0.1383132;-0.1078497;2.679186;0.02036658;-0.3683773;3.225081;0.151;-0.06685378;2.986969;
0.1382027;-0.1079324;2.678962;0.02079852;-0.3683963;3.225219;0.1508279;-0.06694456;2.986154;
0.1352295;-0.1012627;2.66855;0.02073263;-0.3683822;3.22521;0.1493405;-0.06322095;2.985865;
0.1356312;-0.1018774;2.668677;0.02126706;-0.3680858;3.22549;0.1497077;-0.06360263;2.986087;
0.1354249;-0.1032251;2.670042;0.02171164;-0.3676006;3.225428;0.1504975;-0.06437902;2.987589;
0.135381;-0.1035327;2.670278;0.02141754;-0.3678869;3.225651;0.15589;-0.2014706;3.082672;
0.1354934;-0.1036281;2.670561;0.021668;-0.3679112;3.225802;0.1566854;-0.1991576;3.085875;
0.1379262;-0.1066176;2.678569;0.02152277;-0.3678485;3.226014;0.151542;-0.06604341;2.988369;
0.1381156;-0.1070543;2.677249;0.02149149;-0.367963;3.225966;0.1516536;-0.06618299;2.9882;
0.1386539;-0.1080649;2.680504;0.02178707;-0.3677717;3.225779;0.1518621;-0.0667668;2.987676;
0.1373026;-0.1084965;2.679164;0.02182644;-0.3677759;3.225756;0.1513221;-0.06678183;2.988405;
0.137491;-0.1082977;2.677958;0.0207641;-0.3685765;3.226251;0.1514832;-0.06663723;2.98838;
0.1401074;-0.1112169;2.686728;0.02130712;-0.3686284;3.226236;0.1521561;-0.06823099;2.989419;
0.1423215;-0.1114201;2.689287;0.02198399;-0.3690661;3.226243;0.1531063;-0.06850627;2.989466;
0.1440479;-0.1107907;2.695143;0.02191833;-0.3690824;3.226252;0.1527001;-0.06835385;2.990978;
0.1403851;-0.1094395;2.687124;0.02110153;-0.3691565;3.22654;0.15121;-0.06708944;2.990999;
0.1394287;-0.1055467;2.68197;0.02072178;-0.369286;3.226667;0.1576358;-0.1976842;3.091537;
0.1422819;-0.1065179;2.68586;0.02058404;-0.3692282;3.226769;0.1585924;-0.1979518;3.091093;
0.1405161;-0.1045274;2.682704;0.02013577;-0.3686221;3.227177;0.1520785;-0.06445019;2.991162;
0.140606;-0.1029764;2.680511;0.02015511;-0.3685712;3.227137;0.1521843;-0.06364827;2.99096;
0.1410827;-0.1026757;2.68099;0.01993471;-0.3685025;3.227062;0.1520831;-0.06357077;2.991101;
0.1413045;-0.1064147;2.687012;0.01981579;-0.3683684;3.227172;0.158851;-0.2006539;3.091352;
0.1421059;-0.1063584;2.688623;0.0201206;-0.3684849;3.227179;0.1590536;-0.2007036;3.092117;
0.1420781;-0.1062769;2.68806;0.0205928;-0.3683796;3.227121;0.1589979;-0.2001791;3.091763;
0.1426492;-0.1039025;2.685813;0.01949779;-0.3691463;3.227368;0.1596416;-0.1972453;3.0902;
0.1426873;-0.1031269;2.686383;0.01954626;-0.3690726;3.227315;0.1589505;-0.1973064;3.090569;
0.1423787;-0.1022225;2.686513;0.02058502;-0.3689119;3.227018;0.1592278;-0.195238;3.090233;
0.142429;-0.1020022;2.686217;0.0187508;-0.3701449;3.22716;0.1588818;-0.1954009;3.089566;
0.1422145;-0.1017184;2.686051;0.01880362;-0.370113;3.227008;0.1514875;-0.06352687;2.991168;
0.1428791;-0.1014314;2.684739;0.01710619;-0.3701653;3.227246;0.1596818;-0.1953246;3.0893;
0.1427561;-0.1008381;2.683531;0.01696305;-0.3701921;3.227065;0.1589979;-0.1940521;3.088321;
0.1426528;-0.100651;2.682724;0.01755067;-0.369993;3.226506;0.1516145;-0.06303101;2.989405;
0.14268;-0.1003286;2.682678;0.01826416;-0.3700713;3.226204;0.1582193;-0.1928237;3.088733;
0.1430755;-0.09941246;2.680847;0.0169001;-0.3704251;3.226423;0.1571732;-0.195195;3.088578;
0.1431267;-0.09929694;2.680654;0.01721532;-0.370234;3.226145;0.1515174;-0.06207018;2.988086;
0.1414278;-0.09852973;2.676014;0.01673304;-0.3698437;3.22597;0.1507622;-0.0616091;2.987308;
0.1435048;-0.1020155;2.684672;0.01639409;-0.3694454;3.226013;0.1517326;-0.0637455;2.987378;
0.1429474;-0.1026378;2.683479;0.01651008;-0.3694693;3.225948;0.1557917;-0.1997508;3.085574;
0.1408903;-0.1047917;2.682197;0.01603047;-0.3694254;3.22598;0.1562876;-0.2022487;3.084424;
0.1412031;-0.1033314;2.681786;0.01579447;-0.3693186;3.225966;0.1566327;-0.2016348;3.083896;
0.1413714;-0.1023421;2.683926;0.01605689;-0.3693402;3.225728;0.1506361;-0.0638736;2.987265;
0.1414937;-0.1018784;2.684558;0.01648661;-0.3692447;3.225545;0.1568366;-0.2013046;3.083673;
0.1416198;-0.1014243;2.684057;0.01665352;-0.3691599;3.225307;0.1508714;-0.06335805;2.987689;
0.1413938;-0.1020166;2.683821;0.0178641;-0.3689425;3.224823;0.1507791;-0.06362449;2.987881;
0.1412621;-0.1018033;2.68345;0.01742681;-0.3690142;3.224889;0.1585472;-0.1976247;3.084528;
0.1426127;-0.1027598;2.68706;0.01747881;-0.3689978;3.224835;0.158876;-0.1959667;3.084881;
0.1426453;-0.1028636;2.687006;0.0173615;-0.3692824;3.224833;0.1515018;-0.06446628;2.987684;
0.1425981;-0.102675;2.686818;0.01694915;-0.3696002;3.224825;0.1512416;-0.06435375;2.987969;
0.1421733;-0.1018604;2.68438;0.01661165;-0.3697674;3.224883;0.1571178;-0.1945873;3.085711;
0.1418528;-0.1011794;2.681705;0.01680149;-0.3700823;3.224531;0.1580803;-0.1925001;3.086443;
0.1417468;-0.10187;2.681904;0.01638199;-0.3702215;3.224572;0.1500196;-0.0642947;2.986934;
0.1415069;-0.1014968;2.681222;0.01571583;-0.3695295;3.224886;0.1500527;-0.06409694;2.986829;
0.1411996;-0.1018963;2.681204;0.01682589;-0.3695465;3.224635;0.1502078;-0.06454454;2.985733;
0.1415182;-0.1049922;2.685626;0.01964428;-0.3687226;3.223315;0.1508855;-0.06634493;2.98621;
0.141383;-0.1050908;2.685529;0.01900835;-0.3688109;3.223603;0.1511303;-0.06623868;2.98594;
0.1412168;-0.1063311;2.686946;0.02135926;-0.3688511;3.222881;0.1641981;-0.1915496;3.086457;
0.1422754;-0.1063413;2.689183;0.02146417;-0.3688286;3.222872;0.1631117;-0.1910626;3.087555;
0.1423637;-0.1061451;2.6889;0.0215133;-0.368841;3.22287;0.1616788;-0.192429;3.086066;
0.143207;-0.1076125;2.691552;0.0213916;-0.3689403;3.222891;0.1606751;-0.1942987;3.085117;
0.1430596;-0.1080769;2.691997;0.02139272;-0.368803;3.223059;0.1610959;-0.1945801;3.085083;
0.1433556;-0.1077294;2.691316;0.02162308;-0.3688928;3.22291;0.1532694;-0.06716411;2.987735;
0.1414248;-0.09980845;2.676276;0.02067084;-0.3691922;3.223124;0.1591972;-0.1923541;3.084003;
0.1420201;-0.1029098;2.683857;0.02095324;-0.3690933;3.223043;0.1526926;-0.06430317;2.986739;
0.1403166;-0.1049994;2.683817;0.0218989;-0.3690383;3.223114;0.1518904;-0.06538219;2.987293;
0.1419037;-0.107245;2.689397;0.02187968;-0.369009;3.223127;0.1596352;-0.1934577;3.085106;
0.1426104;-0.1076686;2.690683;0.02260264;-0.3688479;3.223104;0.153192;-0.06718661;2.986795;
0.1428943;-0.108396;2.691993;0.02244728;-0.3688856;3.223282;0.1528261;-0.06739254;2.987834;
0.1429433;-0.108528;2.69194;0.02156506;-0.368649;3.223503;0.1534886;-0.06714228;2.987597;
0.1433517;-0.1085652;2.69232;0.02150595;-0.368363;3.223532;0.1537042;-0.06711266;2.987549;
0.1434977;-0.1083721;2.691619;0.02114617;-0.3686248;3.223596;0.159298;-0.1936446;3.084751;
0.1420468;-0.09757001;2.668417;0.02111272;-0.3686258;3.223586;0.1597326;-0.1891988;3.0844;
0.1430775;-0.09899282;2.675676;0.02056351;-0.3684282;3.223655;0.1613005;-0.194417;3.082661;
0.1437978;-0.1013848;2.680765;0.02110861;-0.3685384;3.223451;0.1613746;-0.1950462;3.08304;
0.1439266;-0.1011136;2.68056;0.02089115;-0.3685827;3.223558;0.1540835;-0.0629412;2.98468;
0.1433454;-0.102226;2.68009;0.02097505;-0.3684503;3.223306;0.1618343;-0.1932419;3.083377;
0.1430097;-0.101621;2.679512;0.02090424;-0.3684074;3.223298;0.1612735;-0.1950437;3.081108;
0.1425724;-0.1034389;2.681364;0.02046149;-0.3682863;3.223167;0.1531281;-0.064336;2.982356;
0.1423291;-0.1045281;2.682322;0.02035034;-0.3682373;3.223099;0.1594223;-0.1987022;3.075898;
0.138643;-0.1063841;2.677503;0.02071377;-0.3681652;3.222844;0.1591796;-0.1981962;3.076551;
0.138872;-0.1067866;2.678505;0.02083122;-0.3680082;3.222206;0.1521683;-0.06636075;2.98144;
0.1382178;-0.1055126;2.673616;0.0211801;-0.3681304;3.222069;0.1596734;-0.1950871;3.07897;
0.1392029;-0.106837;2.677368;0.01998483;-0.3680466;3.222047;0.1518996;-0.06665663;2.980509;
0.1398388;-0.1078685;2.681795;0.02133838;-0.3684567;3.221544;0.1602327;-0.1949573;3.078757;
0.1389283;-0.107645;2.676753;0.02136985;-0.3686292;3.22132;0.1600715;-0.1977181;3.076527;
0.1389745;-0.1075909;2.677016;0.01979151;-0.3685086;3.221269;0.1509149;-0.06780748;2.977489;
0.1380574;-0.1057663;2.671904;0.01975382;-0.3685021;3.221058;0.1599738;-0.1997158;3.073238;
0.1378936;-0.1059607;2.672412;0.01936857;-0.36799;3.220854;0.1505099;-0.06680724;2.976981;
0.1360609;-0.1028357;2.668982;0.01929194;-0.3679004;3.220629;0.1497781;-0.06501248;2.976989;
0.1360209;-0.1030673;2.669022;0.01897173;-0.3676171;3.220647;0.1593845;-0.2001653;3.072991;
0.1356998;-0.1035508;2.66883;0.01811603;-0.3676667;3.220695;0.1496526;-0.06540122;2.97646;
0.1356979;-0.1035895;2.668856;0.01788706;-0.3676078;3.220581;0.1498176;-0.06541162;2.976466;
0.1361726;-0.103967;2.670083;0.01733511;-0.3674758;3.220695;0.1576639;-0.1939408;3.077828;
0.1360984;-0.1042464;2.669195;0.01830971;-0.3674908;3.21997;0.1499115;-0.06567191;2.976242;
0.1361381;-0.1045031;2.669299;0.0181445;-0.3674335;3.21983;0.1576467;-0.1975559;3.076136;
0.1361029;-0.1045769;2.669256;0.01869313;-0.3674295;3.21946;0.1576738;-0.1984576;3.07483;
0.1360342;-0.1047923;2.668629;0.01861098;-0.367475;3.2193;0.1578406;-0.1985069;3.074244;
0.1359645;-0.104856;2.668605;0.01962318;-0.3673986;3.218773;0.1499077;-0.06603638;2.975538;
0.1382706;-0.10704;2.675797;0.01966183;-0.3673916;3.218666;0.1590948;-0.2009152;3.072016;
0.1377552;-0.1068833;2.673772;0.01978903;-0.3673632;3.218651;0.1506473;-0.06738411;2.975463;
0.1386482;-0.1071021;2.674799;0.01919285;-0.3666748;3.218999;0.157732;-0.1988005;3.076756;
0.1371188;-0.1043247;2.673064;0.01901083;-0.3670337;3.218851;0.15742;-0.2001789;3.073092;
0.1373389;-0.1044204;2.672338;0.01901796;-0.3675717;3.21856;0.1502466;-0.06607391;2.974434;
0.1372955;-0.1046011;2.672353;0.02122187;-0.3676452;3.218398;0.150055;-0.06603356;2.974521;
0.136917;-0.102642;2.670448;0.02121991;-0.3672873;3.218602;0.1501839;-0.06495049;2.974314;
0.1370497;-0.1028247;2.670297;0.02119228;-0.3673539;3.218615;0.1502385;-0.06508531;2.974481;
0.1364168;-0.1022697;2.670141;0.0213162;-0.3673428;3.218648;0.1500228;-0.06480483;2.974342;
0.136799;-0.1019649;2.670225;0.02212664;-0.3674766;3.218488;0.1575136;-0.2012737;3.070531;
0.1367773;-0.1014347;2.669845;0.02210988;-0.3674706;3.2185;0.1580469;-0.1984941;3.071275;
0.137245;-0.1020382;2.670332;0.02214184;-0.3674042;3.21856;0.1509019;-0.06425243;2.975841;
0.1373215;-0.1022203;2.670288;0.02098826;-0.3679256;3.21916;0.1576258;-0.1971842;3.072319;
0.1374827;-0.1033566;2.671652;0.02077739;-0.3680858;3.219167;0.1575525;-0.1975543;3.072446;
0.1375814;-0.1034937;2.671389;0.02093861;-0.3682135;3.219196;0.1504535;-0.06497008;2.976182;
0.1405403;-0.1074204;2.681304;0.0206274;-0.3681971;3.219479;0.1585599;-0.1994043;3.073361;
0.1402867;-0.1071115;2.680639;0.01983396;-0.3685631;3.219849;0.1583816;-0.2007931;3.073563;
0.1427607;-0.1063627;2.682145;0.01955031;-0.3683932;3.219863;0.1526245;-0.06679514;2.977051;
0.141961;-0.09962054;2.670102;0.01964748;-0.3682684;3.219831;0.1524146;-0.06276613;2.976756;
0.1408076;-0.101449;2.67136;0.02023325;-0.3678;3.219927;0.1519438;-0.06355236;2.977025;
0.1432812;-0.1081846;2.690612;0.01992453;-0.367788;3.219921;0.1612014;-0.2048928;3.075771;
0.1400783;-0.09638301;2.665025;0.01992539;-0.3677812;3.219909;0.1517376;-0.06083219;2.976408;
0.1396056;-0.09651639;2.665659;0.02000434;-0.3677304;3.219902;0.1516496;-0.06100427;2.97651;
0.1395379;-0.09655231;2.666189;0.01991885;-0.3676291;3.220145;0.1521387;-0.06098669;2.97753;
0.1386937;-0.1006726;2.67042;0.02065796;-0.3676124;3.220052;0.1515365;-0.06297699;2.978333;
0.1385414;-0.1004921;2.670489;0.02080309;-0.3676727;3.220054;0.1514995;-0.06288387;2.978671;
0.138664;-0.1003067;2.670384;0.02077709;-0.3675883;3.220152;0.1515236;-0.06274709;2.979058;
0.1383183;-0.1015596;2.670993;0.01981523;-0.3677699;3.220855;0.1513174;-0.06346495;2.978948;
0.1385693;-0.1009733;2.666954;0.0199533;-0.3678919;3.220924;0.1596361;-0.2007009;3.076311;
0.1386312;-0.1008228;2.667041;0.01969817;-0.3679166;3.22099;0.1514768;-0.06292975;2.978626;
0.1386839;-0.1011772;2.667158;0.02010971;-0.3679062;3.220984;0.1514381;-0.06333195;2.978319;
0.1388074;-0.1016736;2.668141;0.01937744;-0.3675513;3.221106;0.1515426;-0.06363472;2.978827;
0.1388668;-0.102069;2.668997;0.01906529;-0.3676853;3.22131;0.1584713;-0.1997894;3.076837;
