HandRight.X;HandRight.Y;HandRight.Z;Head.X;Head.Y;Head.Z;
0.2062054;0.290195;3.729495;-0.1913713;0.1852483;3.827783;
0.1899851;0.3136249;3.742673;-0.1905712;0.1854171;3.825708;
0.1903547;0.3119749;3.745326;-0.1938919;0.184994;3.832014;
0.1907631;0.3118186;3.746066;-0.195785;0.1847998;3.837859;
0.190644;0.3122529;3.746133;-0.1942461;0.1834433;3.827533;
0.1904379;0.3135173;3.746769;-0.1943678;0.1837077;3.827595;
0.1965539;0.3159266;3.733259;-0.1945085;0.1837843;3.827222;
0.1874942;0.3183357;3.765118;-0.1932035;0.1842444;3.825846;
0.1892247;0.3193882;3.761197;-0.1939975;0.1851762;3.827492;
0.187584;0.3158967;3.766943;-0.1940911;0.1856362;3.826499;
0.213946;0.2864492;3.767018;-0.1935273;0.1849454;3.825471;
0.1871335;0.3181304;3.782064;-0.1924998;0.1859138;3.826478;
0.195293;0.3167709;3.781067;-0.1922279;0.1862011;3.827671;
0.1960112;0.3163669;3.774084;-0.1925147;0.1863488;3.82778;
0.187895;0.3221557;3.781299;-0.1928301;0.1862896;3.827013;
0.1890481;0.315357;3.771672;-0.1900823;0.1854879;3.83416;
0.1881476;0.3149406;3.773706;-0.1932772;0.1836624;3.829053;
0.1998787;0.3152845;3.74169;-0.1933112;0.1836964;3.829328;
0.1897351;0.3169668;3.779635;-0.1918851;0.1848224;3.828143;
0.2022697;0.3067266;3.739018;-0.192074;0.1850599;3.828404;
0.2161635;0.2758344;3.769964;-0.1936972;0.1849297;3.829934;
0.1995848;0.2851338;3.780727;-0.1939372;0.1823194;3.826384;
0.2063597;0.2849983;3.763317;-0.1942349;0.1834348;3.834779;
0.2028699;0.3005289;3.766737;-0.196335;0.1851081;3.832935;
0.178155;0.1695447;3.730353;-0.196103;0.1864637;3.833291;
0.2249364;0.2940485;3.734274;-0.1942974;0.1857486;3.833623;
0.22005;0.2970582;3.730298;-0.1951409;0.1851315;3.824493;
0.2169405;0.2928054;3.747997;-0.1943317;0.1848986;3.825708;
0.2169821;0.2872431;3.722559;-0.1946828;0.1812095;3.826161;
0.2243238;0.2815303;3.715661;-0.1938597;0.1797225;3.82758;
0.2281306;0.2770817;3.709304;-0.1940419;0.1823747;3.830986;
0.1862788;0.3203765;3.778112;-0.1930203;0.1833002;3.832355;
0.2183824;0.2879937;3.7581;-0.1960902;0.1893863;3.855815;
0.2158681;0.2869609;3.739927;-0.1960209;0.1896902;3.85541;
0.2228287;0.2898291;3.728225;-0.1937222;0.1872408;3.842175;
0.1717514;0.2995;3.768452;-0.1941273;0.185066;3.840314;
0.1817199;0.1514839;3.738719;-0.1937281;0.1843144;3.838294;
0.2215925;0.295493;3.738567;-0.1924538;0.1856325;3.839686;
0.1890501;0.3257993;3.777202;-0.1886821;0.1845372;3.830174;
0.1903189;0.3208289;3.771521;-0.1895444;0.1848856;3.838147;
0.1898677;0.3184316;3.771224;-0.1912421;0.1845136;3.837694;
0.1893098;0.3182929;3.77146;-0.1921626;0.1851173;3.843609;
0.1888261;0.315312;3.775799;-0.1926583;0.1767907;3.835227;
0.1922541;0.3188239;3.764955;-0.1946668;0.1772045;3.838293;
0.1900976;0.3211307;3.767472;-0.1935123;0.1822226;3.835019;
0.2146224;0.2877251;3.710744;-0.1952121;0.1789702;3.827093;
0.2148359;0.2919402;3.729289;-0.1935261;0.1911588;3.84494;
0.2156229;0.2830194;3.737777;-0.1909214;0.1905797;3.839391;
0.210807;0.2792525;3.74079;-0.1964028;0.1806238;3.835282;
0.1742528;0.1587837;3.71703;-0.1969793;0.1826026;3.840445;
0.2117466;0.2822875;3.71068;-0.193774;0.1830106;3.828892;
0.216534;0.2800262;3.721045;-0.195649;0.1759794;3.816164;
0.1747217;0.1526055;3.721049;-0.1938774;0.1845731;3.821047;
0.1893809;0.3142373;3.775848;-0.1953634;0.1819902;3.818777;
0.189897;0.3129323;3.773107;-0.1955247;0.1813521;3.826205;
0.1891487;0.31025;3.769951;-0.1948778;0.1856021;3.841651;
0.1902165;0.3083262;3.765852;-0.1920699;0.1811801;3.831877;
0.2282147;0.2380993;3.687045;-0.1924808;0.1807537;3.83232;
0.1947319;0.346395;3.766946;-0.1867804;0.1834632;3.822496;
0.2058758;0.2959148;3.732968;-0.1880867;0.1783707;3.822809;
0.2127007;0.2891608;3.737605;-0.1901467;0.1763189;3.833209;
0.192576;0.3130454;3.758568;-0.1898615;0.1803108;3.823322;
0.1986691;0.318629;3.770982;-0.188879;0.1800818;3.823923;
0.208611;0.2843346;3.708484;-0.1877633;0.1829881;3.822829;
0.2090811;0.2917057;3.728055;-0.1889059;0.1800953;3.817204;
0.2062522;0.2903052;3.751356;-0.1877239;0.1812948;3.81559;
0.2409463;0.2812713;3.709707;-0.1922438;0.1764293;3.832339;
0.1941715;0.3134154;3.766301;-0.1861562;0.1836147;3.827306;
0.1943497;0.3104985;3.763537;-0.1887202;0.1823242;3.830084;
0.2123827;0.2740264;3.772928;-0.1911212;0.1831753;3.82985;
0.2109941;0.2858984;3.764973;-0.1903788;0.1827863;3.828975;
0.1954571;0.3227263;3.766875;-0.1873058;0.1828136;3.831317;
0.2308691;0.27107;3.683443;-0.1863191;0.183628;3.830299;
0.1879299;0.3006334;3.766878;-0.1883094;0.1819972;3.822833;
0.191086;0.3068737;3.768904;-0.1901012;0.1853463;3.824933;
0.1911018;0.309507;3.769796;-0.1883571;0.1852692;3.824229;
0.1977716;0.3119108;3.744547;-0.1889627;0.1834434;3.822467;
0.1976936;0.3106768;3.742657;-0.1881578;0.1839678;3.820424;
0.2127885;0.285472;3.702751;-0.185712;0.1869389;3.820352;
0.1904285;0.3122674;3.752761;-0.1875934;0.1864471;3.822295;
0.189535;0.3211513;3.753442;-0.1864765;0.1870551;3.822685;
0.1739224;0.4233016;3.787371;-0.1866961;0.1868866;3.823273;
0.2195279;0.3093462;3.711278;-0.1865414;0.1868509;3.823154;
0.1801983;0.2556866;3.711346;-0.1833597;0.1878591;3.822271;
0.1906014;0.3148897;3.744459;-0.1830574;0.1862542;3.819428;
0.1895438;0.3175293;3.744902;-0.1834429;0.1856403;3.81812;
0.1891828;0.3192452;3.746449;-0.1836762;0.1865499;3.818175;
0.1786779;0.2531289;3.707915;-0.1836119;0.1866638;3.818175;
0.1884831;0.3231606;3.736276;-0.182664;0.1875308;3.818473;
0.2185402;0.2800049;3.765535;-0.1822406;0.1879587;3.817344;
0.2025818;0.3213747;3.717077;-0.1822649;0.1867301;3.817925;
0.191641;0.2928667;3.686;-0.1851895;0.1917516;3.823527;
0.184879;0.2935083;3.682224;-0.1846328;0.1917406;3.823013;
0.1849123;0.3233654;3.734025;-0.1851427;0.1931706;3.824466;
0.1873095;0.3197863;3.749853;-0.1857292;0.1933566;3.824747;
0.1870998;0.2534915;3.720749;-0.1837486;0.1905677;3.823711;
0.1867402;0.3214568;3.750805;-0.1825396;0.1883639;3.81506;
0.2048912;0.2997321;3.704742;-0.1822696;0.1882247;3.81494;
0.1877273;0.3181353;3.744534;-0.1819017;0.1878065;3.815898;
0.1891816;0.3034708;3.698619;-0.1806857;0.1832896;3.805218;
0.1866314;0.1896597;3.7211;-0.1793024;0.1837586;3.803943;
