HandRight.X;HandRight.Y;HandRight.Z;HipCenter.X;HipCenter.Y;HipCenter.Z;ElbowRight.X;ElbowRight.Y;ElbowRight.Z;;Hand Rechts;X [m];Y [m];Z [m]
0.1019178;-0.4333656;3.583904;-0.05737673;-0.4184595;3.64571;0.1671417;-0.2822764;3.829796;;;;;
0.105343;-0.4218075;3.587605;-0.05718534;-0.4181394;3.645895;0.1710795;-0.2728795;3.83469;;;;;
0.1103079;-0.4475968;3.584413;-0.05712924;-0.4178066;3.645938;0.1680144;-0.2794494;3.829861;;;;;
0.1094472;-0.4482374;3.573213;-0.05706089;-0.4179717;3.645623;0.1673324;-0.2815555;3.821726;;;;;
0.1094666;-0.4598219;3.576364;-0.05704965;-0.418225;3.645372;0.1673422;-0.2957219;3.825687;;;;;
0.1078342;-0.4968057;3.547466;-0.05721484;-0.4181422;3.645308;0.1485903;-0.3077452;3.769775;;;;;
0.09816588;-0.4523414;3.56375;-0.0571417;-0.4181091;3.645231;0.1681189;-0.2658924;3.848781;;;;;
0.09816495;-0.4494709;3.525561;-0.05696512;-0.4180176;3.645251;0.153101;-0.3220354;3.787594;;;;;
0.1086941;-0.42383;3.579798;-0.05705838;-0.4176474;3.645446;0.1693948;-0.2881819;3.836073;;;;;
0.0966415;-0.4247214;3.579524;-0.05690428;-0.4179515;3.645299;0.1722581;-0.2873014;3.834077;;;;;
0.1091505;-0.4301303;3.583117;-0.05693894;-0.4182765;3.645431;0.1715456;-0.285119;3.833469;;;;;
0.07410996;-0.4349943;3.537708;-0.05688202;-0.4184724;3.645299;0.1716922;-0.2834702;3.829619;;;;;
0.07333559;-0.4361786;3.54278;-0.05651022;-0.4185645;3.644952;0.1715174;-0.283374;3.830026;;;;;
0.1209756;-0.4357961;3.581254;-0.05642868;-0.418278;3.644937;0.1712761;-0.2834906;3.829878;;;;;
0.08214298;-0.4658937;3.488914;-0.05645099;-0.4183378;3.644838;0.1710435;-0.283827;3.829757;;;;;
0.08181824;-0.4655855;3.488273;-0.05662083;-0.4183245;3.644314;0.1703901;-0.2837395;3.829295;;;;;
0.08244261;-0.4676888;3.491371;-0.05673411;-0.4184287;3.644378;0.1704777;-0.2866973;3.833001;;;;;
0.08294063;-0.4670964;3.494291;-0.05671325;-0.4184836;3.644336;0.1698915;-0.2850584;3.831686;;;;;
0.08344634;-0.4676723;3.496349;-0.05666939;-0.4184718;3.644232;0.1695468;-0.2852685;3.830735;;;;;
0.08374095;-0.4675701;3.497593;-0.0566255;-0.4182543;3.644205;0.1674029;-0.2832282;3.824826;;;;;
0.08538993;-0.4664315;3.510535;-0.05669646;-0.4183125;3.644237;0.1687211;-0.2840944;3.824918;;;;;
0.08339463;-0.4620815;3.515053;-0.05598579;-0.416061;3.644525;0.1686422;-0.2833413;3.824772;;;;;
0.08269967;-0.4610096;3.517578;-0.05602641;-0.4159892;3.644559;0.1686503;-0.2832619;3.824812;;;;;
0.1074292;-0.4038486;3.564585;-0.05614746;-0.416137;3.64444;0.169162;-0.2856026;3.829328;;;;;
0.1009935;-0.3956087;3.494049;-0.05627578;-0.4161746;3.644285;0.1558264;-0.3339537;3.779839;;;;;
0.09058909;-0.4189784;3.527942;-0.05608328;-0.4158072;3.644083;0.1629971;-0.3073813;3.792953;;;;;
0.05643807;-0.4489183;3.500464;-0.05592823;-0.4154356;3.644212;0.1708062;-0.2949226;3.828823;;;;;
0.0579854;-0.4479894;3.508109;-0.05528762;-0.4147613;3.644539;0.1737148;-0.2923513;3.842906;;;;;
0.05196314;-0.4653159;3.454025;-0.05519105;-0.414752;3.644475;0.167744;-0.3090663;3.788874;;;;;
0.05193732;-0.4634458;3.463845;-0.05551466;-0.4172999;3.644331;0.1677182;-0.3071961;3.798696;;;;;
0.05254296;-0.4647331;3.473217;-0.05548149;-0.4147405;3.644747;0.1683238;-0.3084835;3.808067;;;;;
0.0533651;-0.4667424;3.473568;-0.05557525;-0.4146964;3.644624;0.169146;-0.3104928;3.808418;;;;;
0.05943885;-0.4381865;3.514203;-0.05573193;-0.4154654;3.644706;0.1694821;-0.310883;3.807642;;;;;
0.05720072;-0.4306719;3.516267;-0.05582284;-0.4154152;3.644821;0.1683904;-0.3076152;3.805737;;;;;
0.05574586;-0.4143004;3.533767;-0.056422;-0.4156162;3.645027;0.1676464;-0.2970482;3.81448;;;;;
0.05734398;-0.4070851;3.56107;-0.05637708;-0.4158726;3.645013;0.1692637;-0.2879909;3.841984;;;;;
0.06258933;-0.4440776;3.518496;-0.05648282;-0.4158833;3.645019;0.1661512;-0.2947751;3.827273;;;;;
0.07116167;-0.4437605;3.533349;-0.05651766;-0.416011;3.645027;0.1703235;-0.2962787;3.832183;;;;;
0.06185479;-0.4379483;3.523274;-0.05676768;-0.4170222;3.644717;0.1688975;-0.3136501;3.811682;;;;;
0.05520679;-0.4256244;3.511871;-0.05717745;-0.4181576;3.64451;0.1673306;-0.3087122;3.805893;;;;;
0.05182437;-0.4295834;3.504223;-0.05744383;-0.4196183;3.644246;0.1716618;-0.3022284;3.832263;;;;;
0.0573565;-0.4305788;3.521289;-0.05770022;-0.4200431;3.644439;0.1550272;-0.3231851;3.779801;;;;;
0.06544828;-0.4348036;3.522836;-0.05800124;-0.420465;3.643939;0.1574624;-0.3095327;3.831218;;;;;
0.09270485;-0.4302504;3.569949;-0.05792345;-0.4205037;3.64396;0.1612878;-0.3053172;3.830041;;;;;
0.06528001;-0.4447571;3.579056;-0.05794184;-0.4205547;3.643836;0.1600887;-0.3032227;3.820784;;;;;
0.0566347;-0.4556822;3.5848;-0.05804177;-0.4203373;3.643952;0.1576248;-0.3003549;3.814547;;;;;
0.06878737;-0.4508464;3.577482;-0.05822608;-0.4202035;3.64403;0.1587803;-0.3013671;3.816019;;;;;
0.07078345;-0.4273593;3.560575;-0.05842116;-0.41907;3.644261;0.159706;-0.3018125;3.81369;;;;;
0.06889147;-0.4317398;3.549965;-0.05856187;-0.4190539;3.644235;0.154846;-0.3075688;3.804858;;;;;
0.07314667;-0.435005;3.549218;-0.05807092;-0.4182528;3.644092;0.1554485;-0.3094896;3.804671;;;;;
0.0828692;-0.4364506;3.546244;-0.05830515;-0.4185503;3.644278;0.156125;-0.3121937;3.805224;;;;;
0.08021763;-0.432631;3.546853;-0.05843886;-0.4185003;3.64428;0.1571814;-0.3121848;3.806591;;;;;
0.05962507;-0.4254628;3.544011;-0.0582575;-0.4180806;3.644044;0.15733;-0.3178757;3.802341;;;;;
0.06476311;-0.4192099;3.559671;-0.05837426;-0.4181058;3.644125;0.1635875;-0.30665;3.815395;;;;;
0.05853964;-0.4278087;3.54649;-0.05849754;-0.4178368;3.643971;0.1626185;-0.3084989;3.81257;;;;;
0.06335488;-0.4202863;3.564379;-0.05849211;-0.4178361;3.643987;0.1622854;-0.3071837;3.819837;;;;;
0.06827824;-0.4195884;3.57112;-0.05836064;-0.4179133;3.643899;0.1655658;-0.3073107;3.82765;;;;;
0.06163425;-0.4168279;3.546816;-0.05819897;-0.4179338;3.643832;0.1644115;-0.3015338;3.823013;;;;;
0.05341219;-0.4388595;3.494821;-0.05826323;-0.4183988;3.643667;0.1578495;-0.3126776;3.77587;;;;;
0.05457333;-0.4251339;3.55973;-0.05824883;-0.4183443;3.643587;0.1589114;-0.2991205;3.840066;;;;;
0.08011238;-0.45752;3.566462;-0.05826668;-0.4184093;3.643576;0.1566012;-0.3102005;3.811442;;;;;
0.08122007;-0.4565941;3.564552;-0.05873293;-0.4186502;3.643383;0.1582965;-0.3081173;3.808599;;;;;
0.08141249;-0.4561237;3.564584;-0.05867885;-0.4188914;3.643172;0.1584754;-0.3076963;3.808666;;;;;
0.07950547;-0.4582028;3.562406;-0.05860088;-0.4185032;3.642899;0.1559475;-0.3092051;3.806321;;;;;
0.06976578;-0.474065;3.522069;-0.0586479;-0.4185955;3.64284;0.1621272;-0.3150609;3.798824;;;;;
0.08725089;-0.4026397;3.575663;-0.05861104;-0.4187954;3.642684;0.1691346;-0.2955137;3.844345;;;;;
0.09833063;-0.4237765;3.542227;-0.05845153;-0.4189412;3.642595;0.1603347;-0.3140068;3.811192;;;;;
0.1001558;-0.4245156;3.541904;-0.05846034;-0.4190961;3.642406;0.1612781;-0.314481;3.810973;;;;;
0.1009034;-0.4221316;3.543391;-0.05821896;-0.4182939;3.642517;0.1615733;-0.3120246;3.812537;;;;;
0.1004048;-0.4240113;3.545829;-0.05851727;-0.418675;3.642758;0.1622786;-0.3099319;3.81302;;;;;
0.09859943;-0.4233891;3.56291;-0.05843522;-0.4186892;3.642682;0.164955;-0.2947802;3.833233;;;;;
0.09820022;-0.4134035;3.569227;-0.05817706;-0.4199571;3.642435;0.1656216;-0.281419;3.837648;;;;;
0.09672634;-0.4201827;3.559504;-0.0587264;-0.4195457;3.642399;0.1645603;-0.288083;3.825831;;;;;
0.08994992;-0.4277648;3.539637;-0.05875974;-0.4197062;3.642298;0.1635499;-0.3100083;3.801823;;;;;
0.0960582;-0.4230678;3.537132;-0.05877865;-0.4193005;3.642498;0.161779;-0.3096348;3.803501;;;;;
0.09171046;-0.4338824;3.501195;-0.0589486;-0.4193461;3.642642;0.156199;-0.313208;3.793474;;;;;
0.09503848;-0.4311894;3.516357;-0.05900525;-0.419254;3.642762;0.1562323;-0.3117336;3.804734;;;;;
0.09642811;-0.4277381;3.514247;-0.05889132;-0.4187247;3.64298;0.1567722;-0.3087278;3.802914;;;;;
