HandRight.X;HandRight.Y;HandRight.Z;ElbowRight.X;ElbowRight.Y;ElbowRight.Z;HipCenter.X;HipCenter.Y;HipCenter.Z;
0.3962302;-0.2386519;3.443069;0.08075804;-0.3270844;3.471345;-0.1612023;-0.4196704;3.433922;
0.3631224;-0.2132479;3.441562;0.08198941;-0.3212233;3.471632;-0.161427;-0.4192405;3.433846;
0.3572377;-0.2120915;3.429825;0.08210663;-0.3205223;3.471169;-0.1616428;-0.4187464;3.433894;
0.3538841;-0.2191341;3.424567;0.08205169;-0.319507;3.471066;-0.1616832;-0.4186867;3.434036;
0.3545925;-0.214892;3.434432;0.08294904;-0.3190776;3.469558;-0.1619722;-0.4188557;3.434169;
0.3635047;-0.2127876;3.426016;0.0825494;-0.3185613;3.467839;-0.1626306;-0.4182729;3.434527;
0.3668015;-0.2318914;3.390898;0.08631606;-0.31507;3.444738;-0.1637383;-0.4182395;3.434397;
0.3885435;-0.3313841;3.345293;0.08549169;-0.3315562;3.410982;-0.1648621;-0.4180543;3.434056;
0.3880427;-0.3741962;3.298438;0.06925948;-0.3304347;3.405188;-0.1659054;-0.4179197;3.433841;
0.3210695;-0.4159553;3.220073;0.07017642;-0.3623778;3.348597;-0.1665107;-0.4178129;3.433706;
0.2210795;-0.4307735;3.144098;0.03551538;-0.3198665;3.404052;-0.167258;-0.4183248;3.433535;
0.1423168;-0.4496834;3.094249;0.03497107;-0.3206769;3.403696;-0.1674417;-0.4184279;3.433186;
-0.01434422;-0.4375487;3.202522;0.0296526;-0.3202232;3.401166;-0.1673781;-0.4184717;3.433072;
-0.07286116;-0.4251858;3.187613;0.02290932;-0.3186039;3.394606;-0.1673529;-0.419387;3.432854;
-0.2065352;-0.4193181;3.147507;-0.002997361;-0.3176613;3.366032;-0.1676714;-0.4199367;3.432374;
-0.3020026;-0.3649122;3.174434;-0.004153341;-0.307962;3.360936;-0.1701307;-0.4240356;3.430374;
-0.340567;-0.3356464;3.2164;-0.01059583;-0.3083277;3.343099;-0.1700428;-0.4245458;3.429969;
-0.3410734;-0.324543;3.248893;-0.05249955;-0.3233107;3.305431;-0.1696279;-0.424441;3.42989;
-0.3388833;-0.3233802;3.250825;-0.05014008;-0.3243062;3.305623;-0.1693573;-0.4229658;3.429933;
-0.3581112;-0.2981633;3.265333;-0.06935403;-0.3229958;3.308002;-0.1694357;-0.4226226;3.429816;
-0.3606794;-0.3017689;3.267467;-0.07147546;-0.3229289;3.308634;-0.169464;-0.421533;3.429723;
-0.3400058;-0.303422;3.281966;-0.04919294;-0.3026707;3.316962;-0.1696298;-0.4207564;3.429167;
-0.3559524;-0.3259668;3.290823;-0.05836841;-0.3153227;3.319288;-0.1704619;-0.4206458;3.428996;
-0.3711216;-0.3164311;3.287104;-0.05832682;-0.3155716;3.319631;-0.1708265;-0.4207709;3.428408;
-0.3679169;-0.3159015;3.287233;-0.05106052;-0.3140184;3.317708;-0.1716946;-0.4207346;3.427205;
-0.3892538;-0.3108165;3.286311;-0.05077081;-0.3073466;3.325746;-0.173117;-0.4197576;3.42595;
-0.3675882;-0.3208333;3.283032;-0.04655946;-0.3066458;3.333371;-0.1736821;-0.4200824;3.42494;
-0.367313;-0.3215706;3.282576;-0.04586479;-0.305498;3.332922;-0.1743525;-0.4201357;3.424817;
-0.3441637;-0.3304501;3.267863;-0.04764543;-0.3046383;3.331324;-0.1745857;-0.4203888;3.4244;
-0.3727683;-0.3220513;3.269476;-0.04752433;-0.3041673;3.332528;-0.1751014;-0.4212243;3.424133;
-0.3677186;-0.3214513;3.268825;-0.04686634;-0.3040392;3.33196;-0.1751501;-0.4212486;3.424061;
-0.3722597;-0.3215241;3.26368;-0.04711293;-0.3027724;3.33168;-0.1752903;-0.4212769;3.424023;
-0.3762456;-0.3207387;3.26123;-0.04838006;-0.3042743;3.33119;-0.1756665;-0.4216612;3.424094;
-0.376258;-0.321184;3.259508;-0.04924361;-0.3028356;3.333847;-0.1756699;-0.4216491;3.42421;
-0.3768179;-0.3221419;3.259488;-0.05489613;-0.3315087;3.333527;-0.1758292;-0.4215022;3.424405;
-0.376953;-0.3231857;3.253172;-0.06650519;-0.336199;3.321392;-0.1758546;-0.4217497;3.424733;
-0.3743568;-0.3261587;3.235072;-0.06675658;-0.3359589;3.322294;-0.1758455;-0.4221863;3.424889;
-0.380356;-0.3329272;3.243748;-0.07067569;-0.3350089;3.320174;-0.1761473;-0.4222942;3.425102;
-0.3743975;-0.3356761;3.246649;-0.0538546;-0.322169;3.332574;-0.176401;-0.4221795;3.42552;
-0.3735564;-0.3570958;3.2536;-0.05684706;-0.3254739;3.330407;-0.1762892;-0.4221609;3.425863;
-0.370883;-0.356499;3.253806;-0.04845607;-0.3193104;3.338794;-0.1759325;-0.4227463;3.42625;
-0.3649662;-0.3700985;3.225832;-0.04786171;-0.3317034;3.33438;-0.176131;-0.4237228;3.426878;
-0.3650393;-0.374714;3.217603;-0.04499279;-0.3366127;3.340322;-0.1762305;-0.4237603;3.427527;
-0.3130598;-0.3846078;3.179698;-0.02200037;-0.3171006;3.375196;-0.1776487;-0.4239637;3.430044;
-0.2771412;-0.3785931;3.163481;-0.02357366;-0.3213633;3.372337;-0.1781596;-0.424069;3.430998;
-0.2978264;-0.3750498;3.135163;-0.01508557;-0.3226326;3.373255;-0.1783783;-0.424466;3.432399;
-0.176427;-0.4159534;3.125222;-0.003442887;-0.3222403;3.38268;-0.1793011;-0.4258827;3.43492;
-0.08180963;-0.436122;3.130481;0.01308718;-0.3243384;3.39488;-0.1798565;-0.4261073;3.435435;
0.001792842;-0.3582147;3.153093;0.01080222;-0.3295026;3.404748;-0.1803207;-0.4269307;3.43671;
0.07596529;-0.3626309;3.143726;-0.02881165;-0.344335;3.436733;-0.1806061;-0.4277011;3.438144;
0.1504707;-0.3435099;3.156569;-0.04019213;-0.3699834;3.442394;-0.1810604;-0.427866;3.438867;
0.1401338;-0.3181423;3.242368;-0.0757561;-0.4154809;3.42946;-0.1816542;-0.4283082;3.439804;
0.2183502;-0.3136451;3.20661;0.00710199;-0.3389591;3.415713;-0.1817229;-0.4283573;3.440132;
0.3589092;-0.2438911;3.351135;0.07309671;-0.3223269;3.390191;-0.1816382;-0.4279961;3.440713;
0.348097;-0.2187609;3.378028;0.06774779;-0.3215641;3.39682;-0.1816523;-0.4279563;3.441015;
0.3414874;-0.216552;3.390148;0.0695054;-0.3219244;3.400221;-0.1813162;-0.4282481;3.441368;
0.339385;-0.2144984;3.398993;0.07371039;-0.3162218;3.415629;-0.1813028;-0.4282343;3.441427;
0.3407382;-0.2133843;3.404965;0.07718951;-0.3128014;3.437074;-0.1811736;-0.428239;3.441747;
0.3450603;-0.2122966;3.407151;0.07974374;-0.3114702;3.445682;-0.1809011;-0.4284911;3.442107;
