HandRight.X;HandRight.Y;HandRight.Z;HipCenter.X;HipCenter.Y;HipCenter.Z;ElbowRight.X;ElbowRight.Y;ElbowRight.Z;
0.1576131;-0.4090387;3.326586;-0.06377286;-0.4315829;3.65699;0.1304085;-0.3363996;3.657876;
0.1570253;-0.4097752;3.324326;-0.06356523;-0.4318441;3.657151;0.1311605;-0.3373111;3.656172;
0.155869;-0.4099671;3.330094;-0.0636029;-0.4317799;3.657146;0.1312951;-0.3350218;3.654708;
0.15525;-0.4106673;3.332796;-0.06344847;-0.4313478;3.656944;0.1316659;-0.3348633;3.654952;
0.15516;-0.4111317;3.323195;-0.06294201;-0.4309423;3.657046;0.1324396;-0.3345453;3.654091;
0.1543885;-0.4106534;3.325544;-0.06277993;-0.430953;3.657048;0.1320171;-0.334062;3.654453;
0.1545614;-0.4112283;3.327126;-0.06286104;-0.4311647;3.657039;0.127543;-0.3474987;3.661773;
0.154594;-0.4113345;3.327186;-0.06284521;-0.4311615;3.657033;0.1306375;-0.3414514;3.662041;
0.1538543;-0.4106661;3.332956;-0.0629324;-0.4311619;3.657043;0.1306158;-0.3403335;3.66194;
0.1538805;-0.4111029;3.339027;-0.06280261;-0.4312732;3.65701;0.1322725;-0.3392387;3.660646;
0.1541356;-0.4100875;3.330709;-0.0628562;-0.4312627;3.657024;0.1314912;-0.3445487;3.660341;
0.1538271;-0.4103815;3.328427;-0.06286221;-0.4312324;3.657151;0.1329124;-0.341723;3.660286;
0.1523683;-0.4101546;3.330229;-0.06297963;-0.4313253;3.657175;0.1558426;-0.3429287;3.625335;
0.1527202;-0.4099992;3.32915;-0.06296013;-0.4313772;3.657148;0.1410326;-0.340138;3.648921;
0.1530166;-0.4109108;3.330796;-0.06294324;-0.4313266;3.657225;0.138614;-0.3396535;3.652121;
0.1520448;-0.4085016;3.347734;-0.06298035;-0.4313244;3.657226;0.1373862;-0.3394378;3.653684;
0.1522405;-0.4070519;3.328511;-0.06296913;-0.431279;3.657185;0.1358871;-0.3406119;3.655119;
0.1520841;-0.4069898;3.327687;-0.06298099;-0.4312495;3.657204;0.1350267;-0.3385211;3.656744;
0.1525781;-0.4078477;3.327806;-0.06263538;-0.4307171;3.657076;0.1344971;-0.3378343;3.656557;
0.1525862;-0.4078041;3.328091;-0.06288799;-0.4308387;3.657136;0.1340919;-0.3378744;3.655969;
0.1520424;-0.4086109;3.327199;-0.06322302;-0.4311672;3.657068;0.1358816;-0.3355765;3.655284;
0.1529742;-0.4106529;3.331201;-0.06289499;-0.431777;3.656912;0.1353626;-0.3358625;3.655209;
0.1531422;-0.4113307;3.333394;-0.0629811;-0.4320248;3.656934;0.1347674;-0.3350364;3.65507;
0.1526265;-0.4117962;3.330818;-0.06313537;-0.4320949;3.656786;0.1346879;-0.3346803;3.654734;
0.1555769;-0.4064195;3.369247;-0.06374564;-0.4306807;3.656536;0.1339897;-0.3347796;3.655901;
0.1533504;-0.4078174;3.353717;-0.06333721;-0.4307588;3.656732;0.1342066;-0.3349084;3.655804;
0.1547657;-0.4086737;3.331868;-0.06312925;-0.4304096;3.656913;0.1344455;-0.3350128;3.655262;
0.154772;-0.4101543;3.326429;-0.06387977;-0.4328436;3.65587;0.1340872;-0.3349744;3.655984;
0.1546699;-0.4105885;3.325165;-0.06383784;-0.4327345;3.65593;0.1341148;-0.3347537;3.655855;
0.1534866;-0.4114255;3.335856;-0.06390268;-0.4327732;3.656007;0.1310448;-0.3330265;3.656554;
0.1535079;-0.4115111;3.335705;-0.06401298;-0.4329383;3.656019;0.1315552;-0.3334849;3.656991;
0.1538927;-0.4101816;3.327468;-0.06420683;-0.4329574;3.656126;0.1312654;-0.3335663;3.656902;
0.1545385;-0.4119421;3.332618;-0.06427141;-0.4329958;3.65626;0.131528;-0.3339525;3.656816;
0.1549394;-0.4102046;3.322135;-0.06432622;-0.4331915;3.656226;0.1317623;-0.3346383;3.65689;
0.1547622;-0.4106788;3.322604;-0.06424338;-0.4332478;3.656329;0.1464119;-0.3516091;3.624717;
0.1533133;-0.4041714;3.375449;-0.06413521;-0.4342414;3.655898;0.1343333;-0.3329192;3.653659;
0.1518122;-0.4078388;3.3546;-0.06408003;-0.4340726;3.656012;0.1348016;-0.3329705;3.656891;
0.1543095;-0.411122;3.330063;-0.06386159;-0.4339679;3.65601;0.1317906;-0.3322828;3.65701;
0.1543824;-0.4109993;3.329459;-0.06388348;-0.4342858;3.656315;0.1323952;-0.3349448;3.654994;
0.154516;-0.4106659;3.328333;-0.06387025;-0.4341721;3.656823;0.1307204;-0.3465376;3.65745;
0.1539508;-0.4114498;3.32921;-0.06375597;-0.4343259;3.656998;0.131083;-0.3454673;3.657377;
0.1540868;-0.4116778;3.32806;-0.0638012;-0.4343216;3.656982;0.1306957;-0.3463788;3.656349;
0.1546041;-0.4124134;3.330927;-0.06351556;-0.4342537;3.657125;0.14027;-0.3485659;3.629574;
0.1545731;-0.4124447;3.330967;-0.06343305;-0.4342293;3.657241;0.1273601;-0.3357987;3.6499;
0.1546097;-0.4123759;3.330999;-0.06343168;-0.4340874;3.657255;0.1277023;-0.3363413;3.650489;
