Hand.X;Hand.Y;Hand.Z;Ellbogen.X;Ellbogen.Y;Ellbogen.Z;Schulter.X;Schulter.Y;Schulter.Z
0.2453461;-0.1724709;3.288569;0.2246522;-0.1769669;3.576478;0.1803839;0.02631983;3.64788
0.2453549;-0.1725224;3.288355;0.2166653;-0.1845979;3.592532;0.1805317;0.02653733;3.647977
0.2453304;-0.1726267;3.288313;0.2153496;-0.1856129;3.592798;0.1804486;0.02622319;3.647797
0.2450914;-0.1737042;3.292587;0.2134068;-0.1887087;3.592347;0.1806823;0.02572053;3.647811
0.2453704;-0.1736226;3.291821;0.2107934;-0.1903385;3.590163;0.1799652;0.02549313;3.64738
0.2455785;-0.1742367;3.293614;0.2104276;-0.192423;3.590016;0.1797522;0.02491604;3.646065
0.2453357;-0.1742715;3.294631;0.2102804;-0.1924522;3.590273;0.1796748;0.02517073;3.646137
0.2453791;-0.1741526;3.294345;0.2102647;-0.1923337;3.589421;0.1800181;0.02580245;3.646322
0.2454247;-0.1742731;3.294312;0.2114332;-0.1911563;3.590917;0.1800165;0.02580437;3.646331
0.2459835;-0.1736235;3.293608;0.2118351;-0.191047;3.590907;0.1800247;0.02604804;3.646518
0.245604;-0.1731155;3.289126;0.2122034;-0.1917598;3.590903;0.1797066;0.02590957;3.646627
0.2456395;-0.1735049;3.289244;0.2133834;-0.1906914;3.592892;0.1791824;0.02489075;3.645551
0.2454033;-0.1731324;3.290315;0.2136495;-0.189334;3.593699;0.1792111;0.02500306;3.64563
0.2444167;-0.1729584;3.294041;0.2133998;-0.1899471;3.593944;0.179348;0.02503679;3.645628
0.2440059;-0.1727868;3.293408;0.2105357;-0.1998572;3.590901;0.1794748;0.02470193;3.64598
0.2450651;-0.1710725;3.286267;0.2139981;-0.196658;3.584798;0.1781323;0.02397674;3.64473
0.2446285;-0.1724999;3.279984;0.2179885;-0.1840907;3.58352;0.179408;0.02437552;3.646846
0.2448508;-0.172482;3.282545;0.2185839;-0.1804769;3.58056;0.1795547;0.0244504;3.647075
0.2501831;-0.1708746;3.185208;0.2205023;-0.1800672;3.580488;0.1795948;0.02443622;3.647109
0.2496459;-0.1709872;3.186385;0.2219256;-0.1799909;3.581753;0.1795993;0.02442085;3.647179
0.2439486;-0.1721267;3.281761;0.2215964;-0.1802311;3.583886;0.1793951;0.02460441;3.647008
0.2436095;-0.172212;3.281373;0.2224018;-0.1798987;3.582567;0.1793954;0.02448194;3.647059
0.2461955;-0.1830834;3.187803;0.223327;-0.1794366;3.583401;0.1790242;0.02471689;3.647425
0.2406654;-0.1731409;3.275884;0.2254572;-0.1791215;3.585256;0.1789698;0.02488614;3.647146
0.241015;-0.1733232;3.275727;0.2246001;-0.1790836;3.582402;0.1785148;0.02457173;3.646488
0.2408212;-0.1733384;3.274879;0.2254971;-0.1782602;3.582872;0.179035;0.02524976;3.647043
0.2439652;-0.1716839;3.187944;0.2260521;-0.1783006;3.583443;0.1788717;0.02505424;3.647282
0.2408622;-0.1730302;3.277031;0.2260602;-0.1779606;3.583285;0.1780546;0.02523322;3.64668
0.2396263;-0.1722201;3.23833;0.2284669;-0.1789987;3.588888;0.1782894;0.02442629;3.647582
0.2415362;-0.1739957;3.275308;0.2249549;-0.1785069;3.581508;0.1780923;0.02447029;3.646921
0.2440094;-0.1766075;3.185899;0.2247092;-0.1786105;3.581043;0.1780704;0.02433277;3.646667
0.2448424;-0.1741744;3.184912;0.2250199;-0.1781337;3.579941;0.1771477;0.0244491;3.645719
0.2473487;-0.1615996;3.185683;0.2298008;-0.1768713;3.580448;0.1772089;0.02464353;3.645416
0.2410699;-0.1716712;3.271547;0.2274149;-0.1780989;3.578826;0.1768397;0.02374704;3.644477
0.1809278;-0.1860313;3.271859;0.2274384;-0.1782428;3.580089;0.1771342;0.02382284;3.644691
0.2406271;-0.1708806;3.269139;0.2273987;-0.1780609;3.580602;0.1773621;0.02407792;3.644921
0.2330307;-0.2088616;3.229361;0.2272603;-0.1779179;3.580526;0.1778454;0.02433915;3.644787
0.2662745;-0.1419227;3.267318;0.2107126;-0.1896951;3.582636;0.1779153;0.02429076;3.644685
0.2638941;-0.1427747;3.267426;0.2105269;-0.1917096;3.58359;0.1793704;0.0246228;3.645728
0.2417991;-0.1728892;3.270016;0.2120083;-0.1936679;3.589605;0.1792069;0.02463088;3.645726
0.2420112;-0.1727075;3.269613;0.2181389;-0.1837982;3.591279;0.1789919;0.02445828;3.645742
0.241303;-0.1711231;3.27223;0.2206825;-0.1802319;3.585948;0.1791753;0.02445927;3.645566
0.2416261;-0.1715349;3.271786;0.2268403;-0.1794367;3.590615;0.1789303;0.02451124;3.645556
0.2418642;-0.1718623;3.271973;0.2258432;-0.1799979;3.591734;0.1782311;0.0242209;3.644837
0.2424655;-0.1718061;3.273974;0.2285528;-0.1798243;3.595268;0.1781;0.02411204;3.644733
0.2429257;-0.1719171;3.275369;0.2287419;-0.1799705;3.59628;0.1777538;0.02392318;3.644474
0.2430556;-0.1715436;3.272439;0.2290433;-0.1798535;3.596377;0.1777631;0.02392663;3.644479
0.2433873;-0.1721584;3.273993;0.2273709;-0.180116;3.594362;0.1782071;0.02392226;3.64436
0.2490795;-0.1267786;3.261827;0.2248185;-0.1805377;3.594146;0.1779942;0.02397372;3.644468
0.2401505;-0.1438033;3.24206;0.225161;-0.1806038;3.594388;0.1776753;0.02375507;3.644369
0.2434986;-0.1775547;3.278253;0.2249585;-0.1807811;3.594555;0.1777214;0.02361737;3.644318
0.2435481;-0.177307;3.277864;0.2042266;-0.1799475;3.567522;0.1771029;0.02322384;3.644018
0.2423199;-0.1747008;3.277376;0.2065825;-0.1802242;3.569169;0.1772675;0.02311285;3.643559
0.2422298;-0.1750931;3.277727;0.2061188;-0.179885;3.568813;0.1769113;0.02336828;3.643446
0.2425466;-0.1750687;3.27416;0.210174;-0.1802678;3.571541;0.1768316;0.02304874;3.642963
0.2426877;-0.1750506;3.273883;0.2109705;-0.1801704;3.571742;0.1770691;0.02301545;3.643182
0.242619;-0.1773448;3.282597;0.211168;-0.1805189;3.57164;0.1757881;0.02281103;3.641146
0.2439063;-0.1753231;3.274528;0.2110281;-0.1796066;3.571807;0.1769216;0.02465062;3.642023
0.2433903;-0.1752005;3.277121;0.2110617;-0.1801301;3.572;0.1778409;0.02501359;3.642643
0.2434701;-0.1751366;3.277006;0.2112022;-0.1802178;3.572086;0.17783;0.02500445;3.64262
0.2430881;-0.1751248;3.276479;0.2114045;-0.1801056;3.572384;0.1777158;0.02490727;3.643182
0.2434391;-0.1746873;3.272318;0.211534;-0.180284;3.572657;0.1773354;0.02408831;3.643026
0.2431585;-0.1750435;3.272114;0.2119641;-0.1799369;3.573579;0.1778378;0.0242246;3.643601
0.2434039;-0.1745166;3.273167;0.2128852;-0.1805084;3.574607;0.1778416;0.02426701;3.643557
0.2429414;-0.1752042;3.273285;0.2128897;-0.180408;3.574605;0.1785487;0.02398418;3.643774
0.2429673;-0.1752235;3.273217;0.2128696;-0.1804163;3.574671;0.1782494;0.02380191;3.643551
0.2430082;-0.1751962;3.273217;0.2059782;-0.1856613;3.569248;0.1780396;0.02431717;3.643677
0.242766;-0.1758196;3.277812;0.2005666;-0.1876749;3.567481;0.1780338;0.02349076;3.64349
0.2425758;-0.1745795;3.281667;0.2014408;-0.188083;3.567628;0.1781211;0.02379564;3.643812
0.2430205;-0.1744094;3.278548;0.205372;-0.199374;3.580274;0.1783837;0.02308219;3.644187
0.2268994;-0.163848;3.226101;0.205272;-0.1995637;3.580492;0.1783534;0.02309821;3.644189
0.2328238;-0.1704774;3.233671;0.2128499;-0.2089916;3.591178;0.1774157;0.02265105;3.643892
0.2267889;-0.1656188;3.231622;0.2127592;-0.2081289;3.58919;0.1775104;0.02272998;3.643704
0.235949;-0.2003997;3.252486;0.2171743;-0.1822779;3.59625;0.1778458;0.02330964;3.6444
0.243009;-0.1703698;3.264289;0.2182567;-0.1828828;3.597597;0.1777734;0.02259654;3.644342
0.2436972;-0.1722803;3.272897;0.2189674;-0.1829532;3.59915;0.1782087;0.02254074;3.644832
0.2446906;-0.1723677;3.285255;0.2197295;-0.1823522;3.599952;0.1776656;0.02296251;3.64434
0.2137848;-0.1802124;3.246122;0.2197366;-0.1824532;3.600328;0.1777642;0.02287835;3.644341
0.22892;-0.1828308;3.242483;0.2190549;-0.18263;3.602392;0.177548;0.02292793;3.644434
0.2451065;-0.1734234;3.284721;0.2181681;-0.1828139;3.602512;0.1775911;0.02290529;3.644511
0.244987;-0.1729896;3.283035;0.2161803;-0.1847232;3.602476;0.1779936;0.02255358;3.644698
0.245151;-0.1729137;3.284149;0.2150853;-0.1853628;3.602693;0.177984;0.02318078;3.64474
0.2454875;-0.1739294;3.286327;0.2176935;-0.1837639;3.604542;0.1781879;0.02340764;3.645237
0.2512671;-0.1740817;3.212829;0.2194185;-0.1821836;3.603847;0.1782399;0.02333777;3.645328
0.2429964;-0.1755652;3.287575;0.2190783;-0.1821622;3.60367;0.1783894;0.02340115;3.645554
0.2431628;-0.1755653;3.287732;0.2158032;-0.1823893;3.601466;0.1787269;0.02363526;3.645709
0.2434733;-0.1752199;3.288136;0.2079388;-0.1935375;3.591108;0.1791429;0.02336827;3.645884
0.2439173;-0.1750418;3.283668;0.2072879;-0.1942819;3.590551;0.1784327;0.02362819;3.645624
0.2436293;-0.1738448;3.287455;0.1973619;-0.1946442;3.578607;0.178493;0.0237621;3.645783
0.2432582;-0.1740786;3.287786;0.1969917;-0.1948513;3.578065;0.178628;0.02403116;3.645744
0.2435723;-0.1740394;3.284128;0.1972111;-0.1952199;3.578352;0.1782978;0.02401338;3.645802
0.2438655;-0.1736438;3.281816;0.1973978;-0.1955951;3.57831;0.178056;0.02394558;3.645702
0.2443765;-0.1723605;3.280331;0.2160975;-0.1932608;3.621962;0.1781146;0.02366862;3.645878
0.2443601;-0.1723239;3.28038;0.2145085;-0.1931521;3.620152;0.1781838;0.02348579;3.645897
0.2440757;-0.17272;3.286993;0.2081765;-0.1935461;3.614402;0.1779933;0.02356668;3.645687
0.2436516;-0.1734305;3.286881;0.2084027;-0.1982101;3.60415;0.1779681;0.02362436;3.645392
0.2447927;-0.1749262;3.291403;0.2108909;-0.1987259;3.599314;0.1795381;0.02378583;3.64603
0.2444561;-0.1752441;3.283432;0.213736;-0.1927937;3.601495;0.1794728;0.02378429;3.646012
0.2516111;-0.1740769;3.215768;0.2194989;-0.18981;3.606047;0.1794589;0.0237576;3.64606
0.2442802;-0.173905;3.286103;0.2195684;-0.1894926;3.606014;0.1791543;0.02390771;3.645715
0.2421381;-0.1738957;3.274467;0.2193361;-0.1887615;3.60498;0.1791364;0.02396777;3.645705
0.2420943;-0.1737574;3.274811;0.2206592;-0.1873927;3.606795;0.1792706;0.02400463;3.645834
0.2413109;-0.1758892;3.21568;0.2207485;-0.1860048;3.606816;0.1788564;0.02385245;3.645494
0.2433944;-0.1727711;3.216528;0.2211962;-0.1858145;3.607439;0.1785069;0.02411528;3.64518
0.2466546;-0.1723309;3.280682;0.2178198;-0.1852255;3.604721;0.1782635;0.0240832;3.645147
0.2440983;-0.1729208;3.214127;0.2185941;-0.1845931;3.604775;0.178232;0.02484828;3.645463
0.2464055;-0.1718962;3.280567;0.2090624;-0.1834895;3.572585;0.1776375;0.02425149;3.644766
0.2653154;-0.119508;3.263997;0.2008943;-0.2007647;3.567121;0.1773972;0.02455506;3.644989
0.2460116;-0.1701218;3.28182;0.2050553;-0.1884415;3.570343;0.1770822;0.02463949;3.645008
0.2456237;-0.1710513;3.280396;0.2103831;-0.1831577;3.579317;0.1773952;0.0244999;3.644827
0.2456025;-0.1710443;3.28033;0.222207;-0.1788642;3.598967;0.1774642;0.02482724;3.64642
0.2477549;-0.18169;3.206945;0.221774;-0.1791275;3.597465;0.1767989;0.02442873;3.645349
0.2444147;-0.1713106;3.280511;0.2195159;-0.1783891;3.596289;0.1779889;0.02561666;3.646454
0.2444406;-0.1715703;3.280073;0.2197426;-0.1782782;3.595763;0.1782518;0.02563163;3.646529
0.2444464;-0.1715389;3.279917;0.2203346;-0.2020535;3.600215;0.1785028;0.02544315;3.646523
0.2436161;;;;;;;;
